fid,gid,objeto,fna,gna,nam,PROVINCIA,ACTIVIDAD,JUL_2020,AGO_2020,SEP_2020,OCT_2020,NOV_2020,DIC_2020,ENE_2021,FEB_2021,MAR_2021,ABR_2021,MAY_2021,JUN_2021,JUL_2021,AGO_2021,SEP_2021,OCT_2021,NOV_2021,DIC_2021,ENE_2022,FEB_2022,MAR_2022,ABR_2022,MAY_2022,JUN_2022,JUL_2022,AGO_2022,SEP_2022,OCT_2022,NOV_2022,DIC_2022,ENE_2023,FEB_2023,MAR_2023,ABR_2023,MAY_2023,JUN_2023,JUL_2023,AGO_2023,SEP_2023,OCT_2023,NOV_2023,DIC_2023,ENE_2024,FEB_2024,MAR_2024,ABR_2024,MAY_2024,JUN_2024,JUL_2024,AGO_2024,SEP_2024
87,1221,Departamento,Partido de San Andrés de Giles,Partido,San Andrés de Giles,BUENOS AIRES,FRUTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,946/2024,946/2024,946/2024,,,,,,,,
6,1069,Departamento,Partido de San Antonio de Areco,Partido,San Antonio de Areco,BUENOS AIRES,FRUTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,946/2024,946/2024,946/2024,,,,,,,,
32,1102,Departamento,Partido de San Cayetano,Partido,San Cayetano,BUENOS AIRES,FRUTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,1525,Departamento,Departamento San Cosme,Departamento,San Cosme,CORRIENTES,FRUTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,1468,Departamento,Departamento San Cristóbal,Departamento,San Cristóbal,SANTA FE,FRUTICULTURA,,,,,,,,,,,,,,,,,,,31/2022,31/2022,31/2022,31/2022,31/2022,31/2022,,,,,16/2023,16/2023,16/2023,16/2023,16/2023,16/2023,16/2023,750/2023,750/2023,750/2023,750/2023,1484/2023,1484/2023,1484/2023,1484/2023,1484/2023,1484/2023,,,,,,
180,1450,Departamento,Partido de San Fernando,Partido,San Fernando,BUENOS AIRES,FRUTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,1317,Departamento,Departamento San Fernando,Departamento,San Fernando,CHACO,FRUTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,1480,Departamento,Departamento San Ignacio,Departamento,San Ignacio,MISIONES,FRUTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,1264,Departamento,Partido de San Isidro,Partido,San Isidro,BUENOS AIRES,FRUTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,1470,Departamento,Departamento San Javier,Departamento,San Javier,SANTA FE,FRUTICULTURA,,,,,,,,,,,,,,,,,,,31/2022,31/2022,31/2022,31/2022,31/2022,31/2022,,,,,16/2023,16/2023,16/2023,16/2023,16/2023,16/2023,16/2023,750/2023,750/2023,750/2023,750/2023,1484/2023,1484/2023,1484/2023,1484/2023,1484/2023,1484/2023,,,,,,
371,1487,Departamento,Departamento San Javier,Departamento,San Javier,MISIONES,FRUTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,1548,Departamento,Departamento San Javier,Departamento,San Javier,CÓRDOBA,FRUTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,1478,Departamento,Departamento San Jerónimo,Departamento,San Jerónimo,SANTA FE,FRUTICULTURA,,,,,,,,,,,,,,,,,,,31/2022,31/2022,31/2022,31/2022,31/2022,31/2022,,,,,16/2023,16/2023,16/2023,16/2023,16/2023,16/2023,16/2023,750/2023,750/2023,750/2023,750/2023,1484/2023,1484/2023,1484/2023,1484/2023,1484/2023,1484/2023,,,,,,
350,1429,Departamento,Departamento San Justo,Departamento,San Justo,SANTA FE,FRUTICULTURA,,,,,,,,,,,,,,,,,,,31/2022,31/2022,31/2022,31/2022,31/2022,31/2022,,,,,16/2023,16/2023,16/2023,16/2023,16/2023,16/2023,16/2023,750/2023,750/2023,750/2023,750/2023,1484/2023,1484/2023,1484/2023,1484/2023,1484/2023,1484/2023,,,,,,
415,1534,Departamento,Departamento San Justo,Departamento,San Justo,CÓRDOBA,FRUTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290/2023,290/2023,290/2023,290/2023,290/2023,290/2023,1523/2023,1523/2023,1523/23,1523/23,1523/23,1523/23,1523/23,1523/23,,,,,,,
185,1465,Departamento,Departamento San Lorenzo,Departamento,San Lorenzo,SANTA FE,FRUTICULTURA,,,,,,,,,,,,,,,,,,,31/2022,31/2022,31/2022,31/2022,31/2022,31/2022,,,,,16/2023,16/2023,16/2023,16/2023,16/2023,16/2023,16/2023,750/2023,750/2023,750/2023,750/2023,1484/2023,1484/2023,1484/2023,1484/2023,1484/2023,1484/2023,,,,,,
320,1318,Departamento,Departamento San Lorenzo,Departamento,San Lorenzo,CHACO,FRUTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,1502,Departamento,Departamento San Luis del Palmar,Departamento,San Luis del Palmar,CORRIENTES,FRUTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,1454,Departamento,Departamento San Martín,Departamento,San Martín,SANTA FE,FRUTICULTURA,,,,,,,,,,,,,,,,,,,31/2022,31/2022,31/2022,31/2022,31/2022,31/2022,,,,,16/2023,16/2023,16/2023,16/2023,16/2023,16/2023,16/2023,750/2023,750/2023,750/2023,750/2023,1484/2023,1484/2023,1484/2023,1484/2023,1484/2023,1484/2023,,,,,,
399,1518,Departamento,Departamento San Martín,Departamento,San Martín,CORRIENTES,FRUTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,1220,Departamento,Partido de San Miguel,Partido,San Miguel,BUENOS AIRES,FRUTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,1521,Departamento,Departamento San Miguel,Departamento,San Miguel,CORRIENTES,FRUTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,1275,Departamento,Partido de San Nicolás,Partido,San Nicolás,BUENOS AIRES,FRUTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,1305,Departamento,Partido de San Pedro,Partido,San Pedro,BUENOS AIRES,FRUTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,1491,Departamento,Departamento San Pedro,Departamento,San Pedro,MISIONES,FRUTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,1506,Departamento,Departamento San Roque,Departamento,San Roque,CORRIENTES,FRUTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1620/2023,1620/2023,1620/2023,1620/2023,1620/2023,1620/2023,,,,,,,,,
337,1362,Departamento,Departamento San Salvador,Departamento,San Salvador,ENTRE RÍOS,FRUTICULTURA,,,,,,,,,,,,,,,,,,,39/2022,39/2022,39/2022,39/2022,39/2022,39/2022,39/2022,,,,,98/2023,98/2023,98/2023,98/2023,98/2023,98/2023,98/2023,,,,,,,,,,,,,,,
112,1247,Departamento,Partido de San Vicente,Partido,San Vicente,BUENOS AIRES,FRUTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,1530,Departamento,Departamento Santa María,Departamento,Santa María,CÓRDOBA,FRUTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600/23,600/23,600/23,600/23,600/23,600/23,1523/23,1523/23,1523/23,1523/23,1523/23,1523/23,,,,,,,
401,1520,Departamento,Departamento Santo Tomé,Departamento,Santo Tomé,CORRIENTES,FRUTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,1160,Departamento,Departamento Sargento Cabral,Departamento,Sargento Cabral,CHACO,FRUTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,1514,Departamento,Departamento Sauce,Departamento,Sauce,CORRIENTES,FRUTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1620/2023,1620/2023,1620/2023,1620/2023,1620/2023,1620/2023,,,,,,,,,
417,1541,Departamento,Departamento Sobremonte,Departamento,Sobremonte,CÓRDOBA,FRUTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600/23,600/23,600/23,600/23,600/23,600/23,1523/23,1523/23,1523/23,1523/23,1523/23,1523/23,,,,,,,
100,1234,Departamento,Partido de Suipacha,Partido,Suipacha,BUENOS AIRES,FRUTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,946/2024,946/2024,946/2024,,,,,,,,
339,1364,Departamento,Departamento Tala,Departamento,Tala,ENTRE RÍOS,FRUTICULTURA,,,,,,,,,,,,,,,,,,,39/2022,39/2022,39/2022,39/2022,39/2022,39/2022,39/2022,,,,,98/2023,98/2023,98/2023,98/2023,98/2023,98/2023,98/2023,,,,,,,,,,,,,,,
13,1077,Departamento,Partido de Tandil,Partido,Tandil,BUENOS AIRES,FRUTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,1254,Departamento,Partido de Tapalqué,Partido,Tapalqué,BUENOS AIRES,FRUTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,1156,Departamento,Departamento Tapenagá,Departamento,Tapenagá,CHACO,FRUTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,1536,Departamento,Departamento Tercero Arriba,Departamento,Tercero Arriba,CÓRDOBA,FRUTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600/23,600/23,600/23,600/23,600/23,600/23,1523/23,1523/23,1523/23,1523/23,1523/23,1523/23,,,,,,,
181,1451,Departamento,Partido de Tigre,Partido,Tigre,BUENOS AIRES,FRUTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,1442,Departamento,Departamento Toay,Departamento,Toay,LA PAMPA,FRUTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,1272,Departamento,Partido de Tordillo,Partido,Tordillo,BUENOS AIRES,FRUTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,946/2024,946/2024,946/2024,,,,,,,,
29,1099,Departamento,Partido de Tornquist,Partido,Tornquist,BUENOS AIRES,FRUTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,946/2024,946/2024,946/2024,,,,,,,,
421,1546,Departamento,Departamento Totoral,Departamento,Totoral,CÓRDOBA,FRUTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600/23,600/23,600/23,600/23,600/23,600/23,1523/23,1523/23,1523/23,1523/23,1523/23,1523/23,,,,,,,
177,1444,Departamento,Departamento Trenel,Departamento,Trenel,LA PAMPA,FRUTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,1208,Departamento,Partido de Trenque Lauquen,Partido,Trenque Lauquen,BUENOS AIRES,FRUTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,946/2024,946/2024,946/2024,,,,,,,,
33,1103,Departamento,Partido de Tres Arroyos,Partido,Tres Arroyos,BUENOS AIRES,FRUTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,946/2024,946/2024,946/2024,,,,,,,,
101,1235,Departamento,Partido de Tres de Febrero,Partido,Tres de Febrero,BUENOS AIRES,FRUTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,1259,Departamento,Partido de Tres Lomas,Partido,Tres Lomas,BUENOS AIRES,FRUTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,1527,Departamento,Departamento Tulumba,Departamento,Tulumba,CÓRDOBA,FRUTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600/23,600/23,600/23,600/23,600/23,600/23,1523/23,1523/23,1523/23,1523/23,1523/23,1523/23,,,,,,,
194,1535,Departamento,Departamento Unión,Departamento,Unión,CÓRDOBA,FRUTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290/2023,290/2023,290/2023,290/2023,290/2023,290/2023,1523/2023,1523/2023,1523/23,1523/23,1523/23,1523/23,1523/23,1523/23,,,,,,,
192,1498,Departamento,Departamento Uruguay,Departamento,Uruguay,ENTRE RÍOS,FRUTICULTURA,,,,,,,,,,,,,,,,,,,39/2022,39/2022,39/2022,39/2022,39/2022,39/2022,39/2022,,,,,98/2023,98/2023,98/2023,98/2023,98/2023,98/2023,98/2023,,,,,,,,,,,,,,,
174,1441,Departamento,Departamento Utracán,Departamento,Utracán,LA PAMPA,FRUTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,1466,Departamento,Departamento Vera,Departamento,Vera,SANTA FE,FRUTICULTURA,,,,,,,,,,,,,,,,,,,31/2022,31/2022,31/2022,31/2022,31/2022,31/2022,,,,,16/2023,16/2023,16/2023,16/2023,16/2023,16/2023,16/2023,750/2023,750/2023,750/2023,750/2023,1484/2023,1484/2023,1484/2023,1484/2023,1484/2023,1484/2023,,,,,,
25,1089,Departamento,Partido de Vicente López,Partido,Vicente López,BUENOS AIRES,FRUTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,1369,Departamento,Departamento Victoria,Departamento,Victoria,ENTRE RÍOS,FRUTICULTURA,,,,,,,,,,,,,,,,,,,39/2022,39/2022,39/2022,39/2022,39/2022,39/2022,39/2022,,,,,98/2023,98/2023,98/2023,98/2023,98/2023,98/2023,98/2023,,,,,,,,,,,,,,,
20,1084,Departamento,Partido de Villa Gesell,Partido,Villa Gesell,BUENOS AIRES,FRUTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,1360,Departamento,Departamento Villaguay,Departamento,Villaguay,ENTRE RÍOS,FRUTICULTURA,,,,,,,,,,,,,,,,,,,39/2022,39/2022,39/2022,39/2022,39/2022,39/2022,39/2022,,,,,98/2023,98/2023,98/2023,98/2023,98/2023,98/2023,98/2023,,,,,,,,,,,,,,,
47,1133,Departamento,Partido de Villarino,Partido,Villarino,BUENOS AIRES,FRUTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,946/2024,946/2024,946/2024,,,,,,,,
137,1273,Departamento,Partido de Zárate,Partido,Zárate,BUENOS AIRES,FRUTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,1315,Departamento,Departamento 1° de Mayo,Departamento,1° de Mayo,CHACO,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,1119,Departamento,Departamento 12 de Octubre,Departamento,12 de Octubre,CHACO,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,1319,Departamento,Departamento 2 de Abril,Departamento,2 de Abril,CHACO,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,1205,Departamento,Partido de 25 de Mayo,Partido,25 de Mayo,BUENOS AIRES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,946/2024,946/2024,946/2024,,,,,,,,
322,1323,Departamento,Departamento 25 de Mayo,Departamento,25 de Mayo,CHACO,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,1485,Departamento,Departamento 25 de Mayo,Departamento,25 de Mayo,MISIONES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,1206,Departamento,Partido de 9 de Julio,Partido,9 de Julio,BUENOS AIRES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,946/2024,946/2024,946/2024,,,,,,,,
318,1316,Departamento,Departamento 9 de Julio,Departamento,9 de Julio,CHACO,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,1467,Departamento,Departamento 9 de Julio,Departamento,9 de Julio,SANTA FE,HORTICULTURA,,,,,,,,,,,,,,,,,,,31/2022,31/2022,31/2022,31/2022,31/2022,31/2022,,,,,16/2023,16/2023,16/2023,16/2023,16/2023,16/2023,16/2023,750/2023,750/2023,750/2023,750/2023,1484/2023,1484/2023,1484/2023,1484/2023,1484/2023,1484/2023,,,,,,
44,1130,Departamento,Partido de Adolfo Alsina,Partido,Adolfo Alsina,BUENOS AIRES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,946/2024,946/2024,946/2024,,,,,,,,
15,1079,Departamento,Partido de Adolfo Gonzales Chaves,Partido,Adolfo Gonzales Chaves,BUENOS AIRES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,946/2024,946/2024,946/2024,,,,,,,,
103,1238,Departamento,Partido de Alberti,Partido,Alberti,BUENOS AIRES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,946/2024,946/2024,946/2024,,,,,,,,
66,1200,Departamento,Partido de Almirante Brown,Partido,Almirante Brown,BUENOS AIRES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,1192,Departamento,Departamento Almirante Brown,Departamento,Almirante Brown,CHACO,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,1489,Departamento,Departamento Apóstoles,Departamento,Apóstoles,MISIONES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,1215,Departamento,Partido de Arrecifes,Partido,Arrecifes,BUENOS AIRES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,1471,Departamento,Departamento Atreucó,Departamento,Atreucó,LA PAMPA,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,1322,Departamento,Partido de Avellaneda,Partido,Avellaneda,BUENOS AIRES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,1260,Departamento,Partido de Ayacucho,Partido,Ayacucho,BUENOS AIRES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,1257,Departamento,Partido de Azul,Partido,Azul,BUENOS AIRES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,946/2024,946/2024,946/2024,,,,,,,,
16,1080,Departamento,Partido de Bahía Blanca,Partido,Bahía Blanca,BUENOS AIRES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,946/2024,946/2024,946/2024,,,,,,,,
118,1253,Departamento,Partido de Balcarce,Partido,Balcarce,BUENOS AIRES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,1304,Departamento,Partido de Baradero,Partido,Baradero,BUENOS AIRES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,1477,Departamento,Departamento Belgrano,Departamento,Belgrano,SANTA FE,HORTICULTURA,,,,,,,,,,,,,,,,,,,31/2022,31/2022,31/2022,31/2022,31/2022,31/2022,,,,,16/2023,16/2023,16/2023,16/2023,16/2023,16/2023,16/2023,750/2023,750/2023,750/2023,750/2023,1484/2023,1484/2023,1484/2023,1484/2023,1484/2023,1484/2023,,,,,,
391,1510,Departamento,Departamento Bella Vista,Departamento,Bella Vista,CORRIENTES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1620/2023,1620/2023,1620/2023,1620/2023,1620/2023,1620/2023,,,,,,,,,
130,1265,Departamento,Partido de Benito Juárez,Partido,Benito Juárez,BUENOS AIRES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,1098,Departamento,Partido de Berazategui,Partido,Berazategui,BUENOS AIRES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,1271,Departamento,Partido de Berisso,Partido,Berisso,BUENOS AIRES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,1297,Departamento,Departamento Bermejo,Departamento,Bermejo,CHACO,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,1150,Departamento,Departamento Bermejo,Departamento,Bermejo,FORMOSA,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,1523,Departamento,Departamento Berón de Astrada,Departamento,Berón de Astrada,CORRIENTES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,1252,Departamento,Partido de Bolívar,Partido,Bolívar,BUENOS AIRES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,946/2024,946/2024,946/2024,,,,,,,,
104,1239,Departamento,Partido de Bragado,Partido,Bragado,BUENOS AIRES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,946/2024,946/2024,946/2024,,,,,,,,
68,1202,Departamento,Partido de Brandsen,Partido,Brandsen,BUENOS AIRES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,1483,Departamento,Departamento Cainguás,Departamento,Cainguás,MISIONES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,1551,Departamento,Departamento Calamuchita,Departamento,Calamuchita,CÓRDOBA,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,1431,Departamento,Departamento Caleu Caleu,Departamento,Caleu Caleu,LA PAMPA,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,1114,Departamento,Partido de Campana,Partido,Campana,BUENOS AIRES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,1481,Departamento,Departamento Candelaria,Departamento,Candelaria,MISIONES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,1246,Departamento,Partido de Cañuelas,Partido,Cañuelas,BUENOS AIRES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,1443,Departamento,Departamento Capital,Departamento,Capital,LA PAMPA,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,1479,Departamento,Departamento Capital,Departamento,Capital,MISIONES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,1526,Departamento,Departamento Capital,Departamento,Capital,CORRIENTES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,1542,Departamento,Departamento Capital,Departamento,Capital,CÓRDOBA,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,1216,Departamento,Partido de Capitán Sarmiento,Partido,Capitán Sarmiento,BUENOS AIRES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,1203,Departamento,Partido de Carlos Casares,Partido,Carlos Casares,BUENOS AIRES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,946/2024,946/2024,946/2024,,,,,,,,
70,1204,Departamento,Partido de Carlos Tejedor,Partido,Carlos Tejedor,BUENOS AIRES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,946/2024,946/2024,946/2024,,,,,,,,
83,1217,Departamento,Partido de Carmen de Areco,Partido,Carmen de Areco,BUENOS AIRES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,1464,Departamento,Departamento Caseros,Departamento,Caseros,SANTA FE,HORTICULTURA,,,,,,,,,,,,,,,,,,,31/2022,31/2022,31/2022,31/2022,31/2022,31/2022,,,,,16/2023,16/2023,16/2023,16/2023,16/2023,16/2023,16/2023,750/2023,750/2023,750/2023,750/2023,1484/2023,1484/2023,1484/2023,1484/2023,1484/2023,1484/2023,,,,,,
351,1453,Departamento,Departamento Castellanos,Departamento,Castellanos,SANTA FE,HORTICULTURA,,,,,,,,,,,,,,,,,,,31/2022,31/2022,31/2022,31/2022,31/2022,31/2022,,,,,16/2023,16/2023,16/2023,16/2023,16/2023,16/2023,16/2023,750/2023,750/2023,750/2023,750/2023,1484/2023,1484/2023,1484/2023,1484/2023,1484/2023,1484/2023,,,,,,
65,1199,Departamento,Partido de Castelli,Partido,Castelli,BUENOS AIRES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,1472,Departamento,Departamento Catriló,Departamento,Catriló,LA PAMPA,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,1228,Departamento,Partido de Chacabuco,Partido,Chacabuco,BUENOS AIRES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,946/2024,946/2024,946/2024,,,,,,,,
308,1280,Departamento,Departamento Chacabuco,Departamento,Chacabuco,CHACO,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
